"prevalence","scenario","water"
42.8571428571429,"LR_02","Wet"
12.2448979591837,"LR_02","Wet"
24.4897959183673,"LR_02","Wet"
65.3061224489796,"LR_02","Wet"
2.04081632653061,"LR_02","Wet"
32.6530612244898,"LR_02","Wet"
40.8163265306122,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
32.6530612244898,"LR_02","Wet"
36.734693877551,"LR_02","Wet"
48.9795918367347,"LR_02","Wet"
10.2040816326531,"LR_02","Wet"
10.2040816326531,"LR_02","Wet"
65.3061224489796,"LR_02","Wet"
53.0612244897959,"LR_02","Wet"
42.8571428571429,"LR_02","Wet"
24.4897959183673,"LR_02","Wet"
12.2448979591837,"LR_02","Wet"
10.2040816326531,"LR_02","Wet"
24.4897959183673,"LR_02","Wet"
22.4489795918367,"LR_02","Wet"
34.6938775510204,"LR_02","Wet"
30.6122448979592,"LR_02","Wet"
4.08163265306122,"LR_02","Wet"
44.8979591836735,"LR_02","Wet"
20.4081632653061,"LR_02","Wet"
46.9387755102041,"LR_02","Wet"
20.4081632653061,"LR_02","Wet"
42.8571428571429,"LR_02","Wet"
53.0612244897959,"LR_02","Wet"
28.5714285714286,"LR_02","Wet"
2.04081632653061,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
59.1836734693878,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
46.9387755102041,"LR_02","Wet"
73.469387755102,"LR_02","Wet"
28.5714285714286,"LR_02","Wet"
6.12244897959184,"LR_02","Wet"
69.3877551020408,"LR_02","Wet"
24.4897959183673,"LR_02","Wet"
55.1020408163265,"LR_02","Wet"
44.8979591836735,"LR_02","Wet"
20.4081632653061,"LR_02","Wet"
65.3061224489796,"LR_02","Wet"
63.265306122449,"LR_02","Wet"
2.04081632653061,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
61.2244897959184,"LR_02","Wet"
10.2040816326531,"LR_02","Wet"
34.6938775510204,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
34.6938775510204,"LR_02","Wet"
36.734693877551,"LR_02","Wet"
48.9795918367347,"LR_02","Wet"
44.8979591836735,"LR_02","Wet"
16.3265306122449,"LR_02","Wet"
57.1428571428571,"LR_02","Wet"
22.4489795918367,"LR_02","Wet"
67.3469387755102,"LR_02","Wet"
22.4489795918367,"LR_02","Wet"
16.3265306122449,"LR_02","Wet"
10.2040816326531,"LR_02","Wet"
65.3061224489796,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
6.12244897959184,"LR_02","Wet"
36.734693877551,"LR_02","Wet"
24.4897959183673,"LR_02","Wet"
10.2040816326531,"LR_02","Wet"
6.12244897959184,"LR_02","Wet"
32.6530612244898,"LR_02","Wet"
69.3877551020408,"LR_02","Wet"
12.2448979591837,"LR_02","Wet"
40.8163265306122,"LR_02","Wet"
32.6530612244898,"LR_02","Wet"
59.1836734693878,"LR_02","Wet"
53.0612244897959,"LR_02","Wet"
63.265306122449,"LR_02","Wet"
6.12244897959184,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
6.12244897959184,"LR_02","Wet"
34.6938775510204,"LR_02","Wet"
44.8979591836735,"LR_02","Wet"
40.8163265306122,"LR_02","Wet"
63.265306122449,"LR_02","Wet"
48.9795918367347,"LR_02","Wet"
26.530612244898,"LR_02","Wet"
36.734693877551,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
34.6938775510204,"LR_02","Wet"
44.8979591836735,"LR_02","Wet"
16.3265306122449,"LR_02","Wet"
42.8571428571429,"LR_02","Wet"
57.1428571428571,"LR_02","Wet"
20.4081632653061,"LR_02","Wet"
34.6938775510204,"LR_02","Wet"
6.12244897959184,"LR_02","Wet"
12.2448979591837,"LR_02","Wet"
53.0612244897959,"LR_02","Wet"
16.3265306122449,"LR_02","Wet"
4.08163265306122,"LR_02","Wet"
18.3673469387755,"LR_02","Wet"
65.3061224489796,"LR_02","Wet"
22.4489795918367,"LR_02","Wet"
30.6122448979592,"LR_02","Wet"
63.265306122449,"LR_02","Wet"
46.9387755102041,"LR_02","Wet"
34.6938775510204,"LR_02","Wet"
36.734693877551,"LR_02","Wet"
34.6938775510204,"LR_02","Wet"
42.8571428571429,"LR_02","Wet"
6.12244897959184,"LR_02","Wet"
2.04081632653061,"LR_02","Wet"
30.6122448979592,"LR_02","Wet"
18.3673469387755,"LR_02","Wet"
59.1836734693878,"LR_02","Wet"
18.3673469387755,"LR_02","Wet"
73.469387755102,"LR_02","Wet"
20.4081632653061,"LR_02","Wet"
10.2040816326531,"LR_02","Wet"
40.8163265306122,"LR_02","Wet"
55.1020408163265,"LR_02","Wet"
32.6530612244898,"LR_02","Wet"
16.3265306122449,"LR_02","Wet"
12.2448979591837,"LR_02","Wet"
34.6938775510204,"LR_02","Wet"
12.2448979591837,"LR_02","Wet"
77.5510204081633,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
16.3265306122449,"LR_02","Wet"
0,"LR_02","Wet"
38.7755102040816,"LR_02","Wet"
40.8163265306123,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
30.6122448979592,"LR_02","Wet"
20.4081632653061,"LR_02","Wet"
42.8571428571429,"LR_02","Wet"
30.6122448979592,"LR_02","Wet"
40.8163265306123,"LR_02","Wet"
18.3673469387755,"LR_02","Wet"
48.9795918367347,"LR_02","Wet"
63.265306122449,"LR_02","Wet"
16.3265306122449,"LR_02","Wet"
40.8163265306122,"LR_02","Wet"
48.9795918367347,"LR_02","Wet"
18.3673469387755,"LR_02","Wet"
12.2448979591837,"LR_02","Wet"
22.4489795918367,"LR_02","Wet"
26.530612244898,"LR_02","Wet"
36.734693877551,"LR_02","Wet"
59.1836734693878,"LR_02","Wet"
32.6530612244898,"LR_02","Wet"
30.6122448979592,"LR_02","Wet"
36.734693877551,"LR_02","Wet"
0,"LR_02","Wet"
10.2040816326531,"LR_02","Wet"
48.9795918367347,"LR_02","Wet"
24.4897959183673,"LR_02","Wet"
12.2448979591837,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
20.4081632653061,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
51.0204081632653,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
34.6938775510204,"LR_02","Wet"
18.3673469387755,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
73.469387755102,"LR_02","Wet"
71.4285714285714,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
36.734693877551,"LR_02","Wet"
63.265306122449,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
10.2040816326531,"LR_02","Wet"
10.2040816326531,"LR_02","Wet"
44.8979591836735,"LR_02","Wet"
10.2040816326531,"LR_02","Wet"
4.08163265306122,"LR_02","Wet"
20.4081632653061,"LR_02","Wet"
4.08163265306122,"LR_02","Wet"
4.08163265306122,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
30.6122448979592,"LR_02","Wet"
55.1020408163265,"LR_02","Wet"
42.8571428571429,"LR_02","Wet"
71.4285714285714,"LR_02","Wet"
51.0204081632653,"LR_02","Wet"
61.2244897959184,"LR_02","Wet"
6.12244897959184,"LR_02","Wet"
40.8163265306122,"LR_02","Wet"
24.4897959183673,"LR_02","Wet"
38.7755102040816,"LR_02","Wet"
6.12244897959184,"LR_02","Wet"
28.5714285714286,"LR_02","Wet"
20.4081632653061,"LR_02","Wet"
38.7755102040816,"LR_02","Wet"
4.08163265306122,"LR_02","Wet"
32.6530612244898,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
30.6122448979592,"LR_02","Wet"
16.3265306122449,"LR_02","Wet"
77.5510204081633,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
34.6938775510204,"LR_02","Wet"
63.265306122449,"LR_02","Wet"
48.9795918367347,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
48.9795918367347,"LR_02","Wet"
36.734693877551,"LR_02","Wet"
40.8163265306122,"LR_02","Wet"
71.4285714285714,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
24.4897959183673,"LR_02","Wet"
4.08163265306122,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
32.6530612244898,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
46.9387755102041,"LR_02","Wet"
28.5714285714286,"LR_02","Wet"
22.4489795918367,"LR_02","Wet"
42.8571428571429,"LR_02","Wet"
14.2857142857143,"LR_02","Wet"
48.9795918367347,"LR_02","Wet"
20.4081632653061,"LR_02","Wet"
4.08163265306122,"LR_02","Wet"
55.1020408163265,"LR_02","Wet"
32.6530612244898,"LR_02","Wet"
24.4897959183673,"LR_02","Wet"
10.2040816326531,"LR_02","Wet"
67.3469387755102,"LR_02","Wet"
57.1428571428571,"LR_02","Wet"
48.9795918367347,"LR_02","Wet"
20.4081632653061,"LR_02","Wet"
24.4897959183673,"LR_02","Wet"
32.6530612244898,"LR_02","Wet"
48.9795918367347,"LR_02","Wet"
4.08163265306122,"LR_02","Wet"
57.1428571428571,"LR_02","Wet"
40.8163265306122,"LR_02","Wet"
32.6530612244898,"LR_02","Wet"
6.12244897959184,"LR_02","Wet"
24.4897959183673,"LR_02","Wet"
57.1428571428571,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
63.265306122449,"LR_02","Wet"
18.3673469387755,"LR_02","Wet"
16.3265306122449,"LR_02","Wet"
36.734693877551,"LR_02","Wet"
38.7755102040816,"LR_02","Wet"
8.16326530612245,"LR_02","Wet"
6.12244897959184,"LR_02","Wet"
22.4489795918367,"LR_02","Wet"
4.08163265306122,"LR_02","Wet"
38.7755102040816,"LR_02","Wet"
36.734693877551,"LR_02","Wet"
16.3265306122449,"LR_02","Wet"
63.265306122449,"LR_02","Wet"
22.4489795918367,"LR_02","Wet"
1.13636363636364,"LR_02","Dry"
0,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
0,"LR_02","Dry"
6.25,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
6.25,"LR_02","Dry"
7.38636363636364,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
6.25,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
9.09090909090909,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
10.7954545454545,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
6.25,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
11.9318181818182,"LR_02","Dry"
0,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
0.568181818181818,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
10.7954545454545,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
5.11363636363637,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
5.11363636363637,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
0,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
0.568181818181818,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
0.568181818181818,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
8.52272727272727,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
7.95454545454545,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
7.38636363636364,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
0,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
0.568181818181818,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
5.11363636363637,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
6.25,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
0,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
0.568181818181818,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
0,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
6.25,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
0,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
0,"LR_02","Dry"
0.568181818181818,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
0,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
0,"LR_02","Dry"
9.65909090909091,"LR_02","Dry"
0,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
7.38636363636364,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
9.09090909090909,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
9.09090909090909,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
9.09090909090909,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
11.9318181818182,"LR_02","Dry"
5.11363636363637,"LR_02","Dry"
0,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
5.11363636363637,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
9.65909090909091,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
6.25,"LR_02","Dry"
10.7954545454545,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
6.25,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
0.568181818181818,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
8.52272727272727,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
6.25,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
6.25,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
0,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
6.25,"LR_02","Dry"
7.38636363636364,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
7.95454545454545,"LR_02","Dry"
7.38636363636364,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
6.25,"LR_02","Dry"
6.25,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
0,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
7.38636363636364,"LR_02","Dry"
6.25,"LR_02","Dry"
6.25,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
0,"LR_02","Dry"
7.38636363636364,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
9.09090909090909,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
7.95454545454545,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
0,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
8.52272727272727,"LR_02","Dry"
9.65909090909091,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
0.568181818181818,"LR_02","Dry"
6.25,"LR_02","Dry"
7.95454545454545,"LR_02","Dry"
0,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
0,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
8.52272727272727,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
0.568181818181818,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
8.52272727272727,"LR_02","Dry"
0.568181818181818,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
0,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
0.568181818181818,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
6.25,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
6.25,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
6.25,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
0,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
0.568181818181818,"LR_02","Dry"
7.38636363636364,"LR_02","Dry"
7.38636363636364,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
0,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
0,"LR_02","Dry"
0,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
0,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
9.09090909090909,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
11.3636363636364,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
11.3636363636364,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
9.09090909090909,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
7.38636363636364,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
5.11363636363637,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
8.52272727272727,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
8.52272727272727,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
7.38636363636364,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
4.54545454545454,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
7.38636363636364,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
8.52272727272727,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
6.81818181818182,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
0,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
6.25,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
4.54545454545455,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
10.2272727272727,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
7.95454545454545,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
0,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
5.68181818181818,"LR_02","Dry"
1.70454545454545,"LR_02","Dry"
1.13636363636364,"LR_02","Dry"
2.84090909090909,"LR_02","Dry"
0,"LR_02","Dry"
5.11363636363636,"LR_02","Dry"
3.97727272727273,"LR_02","Dry"
3.40909090909091,"LR_02","Dry"
2.27272727272727,"LR_02","Dry"
